
*497 - CONDOMINIO EDIFICIO RES. SOLAR DO CANTO                                                       ;ARTUR LUIZ MARTINS BARBOSA ME 003559                                      ;3.1.1.51 - SERVICO HIDRAULICO                     ;270                 ;1599                ;INCLUSAO            ;29/10/2021          ;1635526146          ;          
*469 - CONDOMINIO RESIDENCIAL VIAPIANA                                                               ;TUDO LIMPO 001932                                                         ;3.1.1.31 - MATERIAL LIMPEZA                       ;238,00              ;2414                ;INCLUSAO            ;03/11/2021          ;1635973627          ;          
#-PERFUMADO E CLORO E VASSOURA ETC                                                                    ;

*147 - CONDOMINIO EDIFICIO RESIDENCIAL LAELIA PURPURATA                                              ;OSCAR SUSSUMU SHINA MEI 000040                                            ;3.1.1.51 - SERVICO ELETRICO                       ;200                 ;795                 ;INCLUSAO            ;03/11/2021          ;1635975148          ;0         
#-TROCA DE LAMPADA NO HALL NA ENTRADA DE BANHISTAS E REPARO NA LUMINARIA DE BANHISTA E CHUVEIRO       ;

*491 - CONDOMINIO VILA QUATRO ILHAS                                                                  ;OSCAR SUSSUMU SHINA MEI 000040                                            ;3.1.1.51 - SERVICO ELETRICO                       ;300                 ;794                 ;INCLUSAO            ;03/11/2021          ;1635975246          ;0         
#-RETIRAR MOTO BOMBA PARA REVISAO E INSTALACAO                                                        ;

*112 - CONDOMINIO EDIFICIO GUARAPARI                                                                 ;OSCAR SUSSUMU SHINA (MEI) 003935                                          ;3.1.1.51 - SERVICO HIDRAULICO                     ;2000,00             ;796                 ;INCLUSAO            ;04/11/2021          ;1636022909          ;0         
#-PREPARAÇÃO PREVIA FRETE TROCA DE REGISTRO E CANO DO HIDRANTE                                        ;

*400 - CONDOMINIO PANORÂMICO BOMBINHAS                                                               ;BOMAC MATERIAIS DE CONSTRUCAO 000086                                      ;3.1.1.51 - MATERIAL CONSTRUCAO                    ;122,75              ;32199               ;INCLUSAO            ;04/11/2021          ;1636028792          ;          
#-ARGAMASSA, TORNEIRA, CLORO                                                                          ;

*144 - CONDOMINIO EDIFICIO RESIDENCIAL PARADISO                                                      ;BOMAC MATERIAIS DE CONSTRUCAO 000086                                      ;3.1.1.51 - MATERIAL CONSTRUCAO                    ;788,60              ;32318               ;INCLUSAO            ;04/11/2021          ;1636028945          ;          
#-LAMPADAS, GLIFOSATO, CANALETA , PARAFUSOS, FIO, FITA ISOLANTE , PAINEL LED                          ;

*540 - CONDOMINIO RESIDENCIAL VILLAGE ECO PARK                                                       ;BOMAC MATERIAIS DE CONSTRUCAO 000086                                      ;3.1.1.51 - MATERIAL CONSTRUCAO                    ;1159,41             ;32325               ;INCLUSAO            ;04/11/2021          ;1636029044          ;          
#-LONA , CORDA AÇO,TUBO ESGOTO, PARAFUSOS , JOELHO ESGOTO , COLA CANO                                 ;

*443 - CONDOMINIO RESIDENCIAL PORTO PEDRA II                                                         ;BOMAC MATERIAIS DE CONSTRUCAO 000086                                      ;3.1.1.51 - MATERIAL CONSTRUCAO                    ;324,72              ;32366               ;INCLUSAO            ;04/11/2021          ;1636029133          ;          
#-BROCA, DISCO DIAMANTADO, PO DE BRITA, BLOCO CIMENTO , CIMENTO                                       ;

*541 - CONDOMINIO VILA MALLORCA                                                                      ;BOMAC MATERIAIS DE CONSTRUCAO 000086                                      ;3.1.1.51 - MATERIAL CONSTRUCAO                    ;7,98                ;32583               ;INCLUSAO            ;04/11/2021          ;1636029198          ;          
#-GESSO CURA RAPIDO 1KG                                                                               ;

*013 - CONDOMINIO ED. VICTOR HUGO II                                                                 ;BOMAC MATERIAIS DE CONSTRUCAO 000086                                      ;3.1.1.51 - MATERIAL CONSTRUCAO                    ;21,90               ;32414               ;INCLUSAO            ;04/11/2021          ;1636029252          ;          
#-CADEADO                                                                                             ;

*502 - CONDOMINIO PUNTA BLU RESIDENCE                                                                ;BOMAC MATERIAIS DE CONSTRUCAO 000086                                      ;3.1.1.51 - MATERIAL CONSTRUCAO                    ;9208,67             ;32385               ;INCLUSAO            ;04/11/2021          ;1636029575          ;          
#-TIJOLOS, CIMENTO, CAL , AREIA , SERRA CIRCULAR                                                      ;

*477 - CONDOMINIO PETIT VILLAGE RESIDENCE                                                            ;BOMAC MATERIAIS DE CONSTRUCAO 000086                                      ;3.1.1.51 - MATERIAL CONSTRUCAO                    ;43,50               ;32666               ;INCLUSAO            ;04/11/2021          ;1636029770          ;          
#-ROLO ATLAS                                                                                          ;

*101 - CONDOMINIO RESIDENCIAL VIRGILIO DELL AGNOLO                                                   ;BOMAC MATERIAIS DE CONSTRUCAO 000086                                      ;3.1.1.51 - MATERIAL CONSTRUCAO                    ;86,20               ;32699               ;INCLUSAO            ;04/11/2021          ;1636030001          ;          
#-DOBRADIÇA , PARAFUSO, LIXA , TRINCHA , TINTA                                                        ;

*160 - CONDOMINIO EDIFICIO RESIDENCIAL ORLANDO TOBALDINI                                             ;BOMAC MATERIAIS DE CONSTRUCAO 000086                                      ;3.1.1.51 - MATERIAL CONSTRUCAO                    ;125,00              ;32726               ;INCLUSAO            ;04/11/2021          ;1636030068          ;          
#-SILICONE PU                                                                                         ;

*085 - CONDOMINIO RESIDENCIAL LARISSA                                                                ;BOMAC MATERIAIS DE CONSTRUCAO 000086                                      ;3.1.1.51 - MATERIAL CONSTRUCAO                    ;339,19              ;32517               ;INCLUSAO            ;04/11/2021          ;1636030150          ;          
#-CIMENTO, AREIA EM LATA, ELEMENTO VAZADO                                                             ;

*105 - CONDOMINIO EDF. RESIDENCIAL MAGGIORE                                                          ;BOMAC MATERIAIS DE CONSTRUCAO 000086                                      ;3.1.1.51 - MATERIAL CONSTRUCAO                    ;264,28              ;32136               ;INCLUSAO            ;04/11/2021          ;1636030228          ;          
#-NIVELADOR, GRELHA INOX , NIVELADOR                                                                  ;

*147 - CONDOMINIO EDIFICIO RESIDENCIAL LAELIA PURPURATA                                              ;BOMAC MATERIAIS DE CONSTRUCAO 000086                                      ;3.1.1.51 - MATERIAL CONSTRUCAO                    ;770,28              ;32169               ;INCLUSAO            ;04/11/2021          ;1636030336          ;          
#-CIMENTO, GRAUTH, ARGAMASSA REBOCO, ARGAMASSA AC3                                                    ;

*145 - CONDOMINIO RES. KARINA                                                                        ;BOMAC MATERIAIS DE CONSTRUCAO 000086                                      ;3.1.1.51 - MATERIAL CONSTRUCAO                    ;160,60              ;32643               ;INCLUSAO            ;04/11/2021          ;1636030389          ;          
#-MAGUEIRA DE JARDIM                                                                                  ;

*430 - CONDOMINIO ED. FRAGATA                                                                        ;BOMAC MATERIAIS DE CONSTRUCAO 000086                                      ;3.1.1.51 - MATERIAL CONSTRUCAO                    ;41,09               ;32566               ;INCLUSAO            ;04/11/2021          ;1636030461          ;          
